"Lastname","Gender","Sherpa","Nation","Year","Reason"
"Noguchi","m","","JAP","2007",""
"Ohkura","m","","JAP","2007",""
"Ohyama","m","","JAP","2007",""
"Palden Nima","m","Sherpa","NEP","2007",""
"Pasang Kitar (Pasang Kidar)","m","Sherpa","NEP","2007",""
"Pasang Phutar","m","Sherpa","NEP","2007",""
"Pasang Rita I","m","Sherpa","NEP","2007",""
"Pasang Tamang","m","","NEP","2007",""
"Patil","m","","IND","2007",""
"Pema Tsering (Baima Tseren)","m","","CHN","2007",""
"Pemba Chhuti (Pemba Chhoti)","m","Sherpa","NEP","2007",""
"Pemba Dorje Ii","m","Sherpa","NEP","2007",""
"Pemba Gyalzen Ii","m","Sherpa","NEP","2007",""
"Phura Temba","m","Sherpa","NEP","2007",""
"Phurba Chhiri (Phurba Tshering)","m","Sherpa","NEP","2007",""
"Phurba Namgyal","m","Sherpa","NEP","2007",""
"Phurba Tashi","m","Sherpa","NEP","2007",""
"Severis","m","","UK","2007",""
"Singh","m","","IND","2007",""
"Tait","m","","UK","2007",""
"Tant","m","","BEL","2007",""
"Tashi I","m","Sherpa","NEP","2007",""
"Tojo","m","","JAP","2007",""
"Tshering Angchok","m","","IND","2007",""
"Tshering Dorje Ii (Chhiring Dorje)","m","Sherpa","NEP","2007",""
"Tsuboi","m","","JAP","2007",""
"Vandewege","m","","BEL","2007",""
"Adams","m","","UK","2007",""
"An","m","","CHN","2007",""
"Ang Dawa Iv","m","Sherpa","NEP","2007",""
"Ang Pasang Iii","m","Sherpa","NEP","2007",""
"Ang Pemba I","m","Sherpa","NEP","2007",""
"Ang Phurba V","m","Sherpa","NEP","2007",""
"Apa (Appa)","m","Sherpa","NEP","2007",""
"Arita","m","Sherpa","NEP","2007",""
"Barnett","m","","UK","2007",""
"Beadle","m","","UK","2007",""
"Belarmino","f","","PHI","2007",""
"Benegas","m","","USA","2007",""
"Blackmun","m","","UK","2007",""
"Challéat","m","","F","2007",""
"Chand Thakur","m","","IND","2007",""
"Chandel","m","","IND","2007",""
"Changba Nurbu (Chongba Nuru)","m","Sherpa","NEP","2007",""
"Crampton","m","","UK","2007",""
"Da Chhemba (Dachhamba)","m","Sherpa","NEP","2007",""
"Da Nima","m","Sherpa","NEP","2007",""
"Dalzell","m","","USA","2007",""
"Dawa Tenjen","m","Sherpa","NEP","2007",""
"Dayondon","f","","PHI","2007",""
"De Bruycker","f","","BEL","2007",""
"Dendi Ii","m","Sherpa","NEP","2007",""
"Dhali","m","","IND","2007",""
"Dzida","m","","POL","2007",""
"Evensen","m","","NOR","2007",""
"Gamme","m","","NOR","2007",""
"Gibson","f","","UK","2007",""
"Go","f","","SK","2007",""
"Goddard","f","","NZ","2007",""
"Harling","m","","UK","2007",""
"Hsu","m","","USA","2007",""
"Jagtap","m","","IND","2007",""
"Jangbu V","m","Sherpa","NEP","2007",""
"Jumik Bhote","m","","NEP","2007",""
"Kami Ii","m","Sherpa","NEP","2007",""
"Kancha Nuru I","m","Sherpa","NEP","2007",""
"Kili Pemba (Kilu Pemba)","m","Sherpa","NEP","2007",""
"Kim","m","","SK","2007",""
"Kim","m","","SK","2007",""
"Kim","m","","SK","2007",""
"Kim","m","","SK","2007",""
"Kobler","m","","CH","2007",""
"Lee","m","","SK","2007",""
"Lhakpa Gelje","m","Sherpa","NEP","2007",""
"Lhakpa Gelu I","m","Sherpa","NEP","2007",""
"Lhakpa Gyalzen Ii","m","Sherpa","NEP","2007",""
"Lhakpa Nuru V","m","Sherpa","NEP","2007",""
"Lhakpa Tshering Ii (Lhakpa Chhiring)","m","Sherpa","NEP","2007",""
"Lhakpa Tshering Iv (Lhakpa Tshiri)","m","Sherpa","NEP","2007",""
"Maila Tamang","m","","NEP","2007",""
"Mall","m","","IND","2007",""
"Mcintosh","m","","USA","2007",""
"Mckeever","m","","IRE","2007",""
"Meyer-Gerber","f","","CH","2007",""
"Mingma Dorje Ii","m","Sherpa","NEP","2007",""
"Mingma Dukpa","m","Sherpa","NEP","2007",""
"Mingma Tenzi","m","Sherpa","NEP","2007",""
"Mingma Tshering V (Ang Tshering)","m","Sherpa","NEP","2007",""
"Mitenjen (Mingma)","m","Sherpa","NEP","2007",""
"Mørdre","m","","NOR","2007",""
"Nawang Tenji (Nwang Tenji)","m","Sherpa","NEP","2007",""
"Negi","m","","IND","2007",""
"Ngawang Tenzing (Awang Denzing)","m","","CHN","2007",""
"Nilson","m","","SWE","2007",""
"Nima Gombu (Gombu)","m","Sherpa","NEP","2007",""
"Nima Grimen","m","Sherpa","NEP","2007",""
"Nima Nuru Ii (Ngima Nuru)","m","Sherpa","NEP","2007",""
"Nima Tenji I (Nima Tenzing)","m","Sherpa","NEP","2007",""
"Nima Wandeki (Nima Ongdi/Wangdi)","m","Sherpa","NEP","2007",""
"Nuru Wangchu","m","Sherpa","NEP","2007",""
"Pasang Bhote Ii","m","","NEP","2007",""
"Pasang Dawa Ii","m","Sherpa","NEP","2007",""
"Pasang Gyalzen I","m","Sherpa","NEP","2007",""
"Pasang Gyalzen Ii","m","Sherpa","NEP","2007",""
"Pasang Karma","m","Sherpa","NEP","2007",""
"Pasang Nuru Iii","m","Sherpa","NEP","2007",""
"Pasang Tendi Ii","m","Sherpa","NEP","2007",""
"Pema (I)","m","Sherpa","NEP","2007",""
"Pemba I","m","Sherpa","NEP","2007",""
"Pemba Chhoti Ii","m","Sherpa","NEP","2007",""
"Pemba Gyalzen Iv","m","Sherpa","NEP","2007",""
"Pemba Rinji Ii","m","Sherpa","NEP","2007",""
"Phurba Cheten (Phurba Tchheten)","m","Sherpa","NEP","2007",""
"Phurba Chhoter","m","Sherpa","NEP","2007",""
"Pizarro","m","","CAN","2007",""
"Poláčková","f","","CZE","2007",""
"Ren","m","","CHN","2007",""
"Ross","m","","UK","2007",""
"Sanu","m","Sherpa","NEP","2007",""
"Serap (Sherap)","m","Sherpa","NEP","2007",""
"Sonam","m","Sherpa","NEP","2007",""
"Surendra Kumar Gurung","m","","NEP","2007",""
"Tarke","m","Sherpa","NEP","2007",""
"Tashi Wangchuk Tenzing","m","","AUS","2007",""
"Taylor","m","","UK","2007",""
"Tebay","m","","UK","2007",""
"Thendorje (Thendu Dorje)","m","Sherpa","NEP","2007",""
"Tryti","m","","NOR","2007",""
"Tshering Wangchu (Tshering Ongchu)","m","Sherpa","NEP","2007",""
"Van Der Velde","m","","SA","2007",""
"Voldmo","m","","NOR","2007",""
"Wenceslao","f","","PHI","2007",""
"Yang","m","","CHN","2007",""
"Yi","m","","USA","2007",""
"Yonten (Yundan)","m","","CHN","2007",""
"Yuan","m","","CHN","2007",""
"Yun","m","","SK","2007",""
"Yun","m","","SK","2007",""
"Zhang","m","","CHN","2007",""
"Ang Mingma (Mingma)","m","Sherpa","NEP","2007",""
"Beall","m","","USA","2007",""
"Benet","m","","ITA","2007",""
"Borlini","m","","ITA","2007",""
"Casserley","m","","UK","2007",""
"Chewang Dorje Ii","m","Sherpa","NEP","2007",""
"Cool","m","","UK","2007",""
"Dawa Gelji (Dawa Gyalzen)","m","Sherpa","NEP","2007",""
"Dorje Gyalzen","m","Sherpa","NEP","2007",""
"Fur Tenji (Phur Tenji)","m","Sherpa","NEP","2007",""
"Giorgio","m","","USA","2007",""
"Heo","m","","SK","2007",""
"Jeang","m","","SK","2007",""
"Kazi I","m","Sherpa","NEP","2007",""
"Kerr","m","","UK","2007",""
"Larson","m","","USA","2007",""
"Larson","f","","USA","2007",""
"Lee","m","","SK","2007",""
"Lehane","m","","IRE","2007",""
"Lhakpa Thundu I","m","Sherpa","NEP","2007",""
"Lhakpa Tshering Vii","m","Sherpa","NEP","2007",""
"Lhakpa Wangchu","m","Sherpa","NEP","2007",""
"Maud","m","","SA","2007",""
"Maurizio","m","","ITA","2007",""
"Meroi","f","","ITA","2007",""
"Nima Dorje Tamang (Kala)","m","","NEP","2007",""
"Nima Kancha Ii","m","Sherpa","NEP","2007",""
"Ongje (Wangche)","m","Sherpa","NEP","2007",""
"Pablo","m","","PHI","2007",""
"Parfet","m","","USA","2007",""
"Pasang Dawa I (Pa Dawa, Pando)","m","Sherpa","NEP","2007",""
"Pasang Lhamu Ii","f","","NEP","2007",""
"Pema Tshering Ii (Pem Chhiri)","m","Sherpa","NEP","2007",""
"Pemba Gyalzen V","m","Sherpa","NEP","2007",""
"Pemba Rita","m","Sherpa","NEP","2007",""
"Peter","m","","UK","2007",""
"Phurba Tenji","m","Sherpa","NEP","2007",""
"Samra","m","","EGY","2007",""
"Sange I","m","Sherpa","NEP","2007",""
"Saunders","m","","UK","2007",""
"Smets","m","","BEL","2007",""
"Song","f","","SK","2007",""
"Supplee","m","","USA","2007",""
"Taniguchi","f","","JAP","2007",""
"Tashi Lhakpa","m","Sherpa","NEP","2007",""
"Tika Bahadur Tamang","m","","NEP","2007",""
"Tiraboschi","f","","ITA","2007",""
"Topchen (Tapchen Lama) Bhote","m","","NEP","2007",""
"Tshering Namgyal (Ang Namgyal)","m","Sherpa","NEP","2007",""
"Wangchu Iii","m","Sherpa","NEP","2007",""
"Battu","m","","F","2007",""
"Bém","m","","CZE","2007",""
"Da Gelje","m","Sherpa","NEP","2007",""
"Dawa (Ang Dawa)","m","Sherpa","NEP","2007",""
"Dawa Ii","m","Sherpa","NEP","2007",""
"Guggemos","m","","GER","2007",""
"Jangbu Iii","m","Sherpa","NEP","2007",""
"Jouanny","m","","F","2007",""
"Kim","m","","SK","2007",""
"Lee","m","","SK","2007",""
"Man Bahadur Tamang (Gopal)","m","","NEP","2007",""
"Martine","m","","F","2007",""
"Mingma Tshering Iv","m","Sherpa","NEP","2007",""
"Nga Tenji","m","Sherpa","NEP","2007",""
"Nima Ii (Ngima)","m","Sherpa","NEP","2007",""
"Nima Gyalzen Iii","m","Sherpa","NEP","2007",""
"Nima Nuru I (Nima Norbu)","m","Sherpa","NEP","2007",""
"Nima Tamang Ii","m","","NEP","2007",""
"Nima Tashi","m","Sherpa","NEP","2007",""
"Pasang I","m","Sherpa","NEP","2007",""
"Pasang Dawa Iii","m","Sherpa","NEP","2007",""
"Pemba Tenjin","m","Sherpa","NEP","2007",""
"Rozmus","m","","POL","2007",""
"Trimeri","m","","ITA","2007",""
"Tshering Jangbu","m","Sherpa","NEP","2007",""
"Valentini","m","","ITA","2007",""
"Vaughn","m","","USA","2007",""
"Wolter","m","","F","2007",""
"Zuberer","f","","CH","2007",""
"Ang Namgyal","m","Sherpa","NEP","2007",""
"Ashurly","m","","AZE","2007",""
"Bredenkamp","m","","SA","2007",""
"Charrier","m","","F","2007",""
"Chewang Lendu","m","Sherpa","NEP","2007",""
"Dawa Nurbu I (Danuru)","m","Sherpa","NEP","2007",""
"Dawa Nuru Iii (Danuru)","m","Sherpa","NEP","2007",""
"Dufresne","m","","F","2007",""
"Feige","m","","GER","2007",""
"Guérin-Marthe","m","","F","2007",""
"Hancock","m","","CAN","2007",""
"Jangbu Vii","m","Sherpa","NEP","2007",""
"Kofanov","m","","RUS","2007",""
"Meyers","m","","USA","2007",""
"Mingma Dorje Vii","m","Sherpa","NEP","2007",""
"Mingma Gelu","m","Sherpa","NEP","2007",""
"Mingma Gyalje","m","Sherpa","NEP","2007",""
"Mingma Tenzing Ii","m","Sherpa","NEP","2007",""
"Mingma Tshering Iii (Mingma Chhiring)","m","Sherpa","NEP","2007",""
"Ngima I","m","Sherpa","NEP","2007",""
"Ngima Dorje (Nima Dorje)","m","Sherpa","NEP","2007",""
"Nima Dendi (Ngima Dendi, Ang Dendi)","m","Sherpa","NEP","2007",""
"Nima Ongdi","m","Sherpa","NEP","2007",""
"Pasang Rinji Ii","m","Sherpa","NEP","2007",""
"Pasang Temba Iii (Pasang)","m","Sherpa","NEP","2007",""
"Salazar","m","","MEX","2007",""
"Selivanov","m","","RUS","2007",""
"Shakirov","m","","RUS","2007",""
"Shields","f","","UK","2007",""
"Urban","m","","F","2007",""
"Waldron","m","","USA","2007",""
"Youn","m","","SK","2007",""
"Abramov","m","","RUS","2007",""
"Andrejić","m","","SER","2007",""
"Ang Karma Ii","m","Sherpa","NEP","2007",""
"Bataillou","m","","F","2007",""
"Batura","m","","RUS","2007",""
"Bichenko","m","","RUS","2007",""
"Campbell","m","","USA","2007",""
"Čarovac","m","","SER","2007",""
"Cheddar","m","Sherpa","NEP","2007",""
"Dashkevich","m","","RUS","2007",""
"Dawa Gyalje (Dawa Gyalzen)","m","Sherpa","NEP","2007",""
"Dawa Sona (Da Sonam)","m","Sherpa","NEP","2007",""
"Delev","m","","MAC","2007",""
"Giesecke","m","","USA","2007",""
"Gyalzen Dorje (Gyaljen Dorje)","m","Sherpa","NEP","2007",""
"Hayden","m","","USA","2007",""
"Ivačković","m","","SER","2007",""
"Ivanov","m","","RUS","2007",""
"Kami Tshering (Ang Chhiring)","m","Sherpa","NEP","2007",""
"Karma Serki (Karma Sarki)","m","Sherpa","NEP","2007",""
"Kay","m","","UK","2007",""
"Korobeshko","f","","RUS","2007",""
"Lakcha Sange","m","Sherpa","NEP","2007",""
"Lamb","m","","UK","2007",""
"Lhakpa Chhiri I (Sonam)","m","Sherpa","NEP","2007",""
"Lhakpa Dorje Iv","m","Sherpa","NEP","2007",""
"Lhakpa Tharke","m","Sherpa","NEP","2007",""
"Mello","m","","MEX","2007",""
"Mingma Dorje Iii","m","Sherpa","NEP","2007",""
"Mingmar","m","Sherpa","NEP","2007",""
"Nima Dorje Iv","m","Sherpa","NEP","2007",""
"Nima Gyalzen I","m","Sherpa","NEP","2007",""
"Nima Thundu","m","Sherpa","NEP","2007",""
"Nurbu Chhiring","m","Sherpa","NEP","2007",""
"Panuru (Pasang Nuru, Pa Nuru)","m","Sherpa","NEP","2007",""
"Park","m","","SK","2007",""
"Pasang Bhote I (Pasang Lama Bhote)","m","","NEP","2007",""
"Patterson","m","","USA","2007",""
"Pećanac","m","","SER","2007",""
"Pemba Nurbu I","m","Sherpa","NEP","2007",""
"Pemba Rinjin","m","Sherpa","NEP","2007",""
"Pemba Tenzing I","m","Sherpa","NEP","2007",""
"Petrić","m","","SER","2007",""
"Phu Nuru (Phunuru)","m","Sherpa","NEP","2007",""
"Phu Tashi Ii","m","Sherpa","NEP","2007",""
"Phur Sona (Ang Sona)","m","Sherpa","NEP","2007",""
"Rajblović","f","","SER","2007",""
"Rinjen","m","Sherpa","NEP","2007",""
"Roberts","m","","NZ","2007",""
"Samduk (Sanduk) Dorje Tamang","m","","NEP","2007",""
"Smelser","m","","USA","2007",""
"Stephan","m","","GER","2007",""
"Tshering Thundu","m","Sherpa","NEP","2007",""
"Tyler","m","","USA","2007",""
"Abu Samah","m","","MY","2007",""
"Ahmad","f","","MY","2007",""
"Ang Gyalzen Iii","m","Sherpa","NEP","2007",""
"Ang Ngima (Shaggy)","m","Sherpa","NEP","2007",""
"Ang Phurba Iv (Phurba)","m","Sherpa","NEP","2007",""
"Arnett","m","","USA","2007",""
"Baber","m","","UK","2007",""
"Benítez","m","","USA","2007",""
"Biffi","m","","ITA","2007",""
"Burrows","m","","USA","2007",""
"Chhepi (Chumbi) Bhote","m","","NEP","2007",""
"Chimi Tashi (Qimi Tashi)","m","","CHN","2007",""
"Chuldim Dorje","m","Sherpa","NEP","2007",""
"Clark","m","","UK","2007",""
"Cole","m","","USA","2007",""
"Cotter","m","","NZ","2007",""
"Da Dendi","m","Sherpa","NEP","2007",""
"Dawa Finjo Lama Bhote","m","","NEP","2007",""
"Dawa Jangbu I (Da Jangbu I)","m","Sherpa","NEP","2007",""
"Dawa Steven","m","Sherpa","NEP","2007",""
"De Vries","m","","NL","2007",""
"Dendi Iii","m","Sherpa","NEP","2007",""
"Doma Chhiri","m","Sherpa","NEP","2007",""
"Dorje (Big)","m","","CHN","2007",""
"Dorje (Small)","m","","CHN","2007",""
"Dorje I","m","Sherpa","NEP","2007",""
"Fan","m","","CHN","2007",""
"Fındık","m","","TUR","2007",""
"Finjo Dorje (Phinjo Dorje)","m","Sherpa","NEP","2007",""
"Fry","m","","UK","2007",""
"Gillespie","m","","USA","2007",""
"Glorie","m","","BEL","2007",""
"Grom","m","","USA","2007",""
"Hahn","m","","USA","2007",""
"Hassan","m","","MY","2007",""
"Haugen","m","","USA","2007",""
"Jhampa","m","","CHN","2007",""
"Kalayci","m","","TUR","2007",""
"Kami I (Kame)","m","Sherpa","NEP","2007",""
"Karma Rita","m","Sherpa","NEP","2007",""
"King","m","","UK","2007",""
"Kori","m","","MY","2007",""
"Lama Dawa","m","Sherpa","NEP","2007",""
"Lhakpa Bhote I","m","","NEP","2007",""
"Lhakpa Nuru Iv","m","Sherpa","NEP","2007",""
"Lhakpa Nuru X","m","Sherpa","NEP","2007",""
"Li","m","","CHN","2007",""
"Li","m","","CHN","2007",""
"Liu","m","","CHN","2007",""
"Lobchong (Lobsang) I","m","","CHN","2007",""
"Mcgrath","f","","CAN","2007",""
"Medvetz","m","","USA","2007",""
"Mingma Tenzing Iii","m","Sherpa","NEP","2007",""
"Moore","f","","UK","2007",""
"Nan","m","","CHN","2007",""
"Nanda Dorje (Naga Dorje)","m","Sherpa","NEP","2007",""
"Nga Temba I (Ngatemba)","m","Sherpa","NEP","2007",""
"Ngawang Tashi (Awang Zhaxi)","m","","CHN","2007",""
"Nima Karma","m","Sherpa","NEP","2007",""
"Nima Tenzing I","m","Sherpa","NEP","2007",""
"Nixon","m","","SA","2007",""
"Norbu Dhondup (Small)","m","","CHN","2007",""
"Nurbu","m","Sherpa","NEP","2007",""
"Nuru Chhiri","m","Sherpa","NEP","2007",""
"Nuru Gyalzen","m","Sherpa","NEP","2007",""
"Pasang Gelu I","m","Sherpa","NEP","2007",""
"Pasang Kami Iii","m","Sherpa","NEP","2007",""
"Pasang Tenzing I","m","Sherpa","NEP","2007",""
"Pemba Chhoti I","m","Sherpa","NEP","2007",""
"Pemba Rinzi (Pemba Rinji)","m","Sherpa","NEP","2007",""
"Pemba Tenzing Iii","m","Sherpa","NEP","2007",""
"Phu Tashi I","m","Sherpa","NEP","2007",""
"Phurba Ridar Bhote","m","","NEP","2007",""
"Phurbu Jangbu (Furwa Jangbu)","m","Sherpa","NEP","2007",""
"Phurtse (Phurbu Tsering)","m","","CHN","2007",""
"Ratcliffe","m","","UK","2007",""
"Rita Dorje (Ang Rita Dorje)","m","Sherpa","NEP","2007",""
"Rozali","m","","MY","2007",""
"Said","m","","MY","2007",""
"Sange Dorje","m","Sherpa","NEP","2007",""
"Sedon","m","","NZ","2007",""
"Son Dorje","m","Sherpa","NEP","2007",""
"Sonam Jangbu","m","Sherpa","NEP","2007",""
"Staples","m","","NZ","2007",""
"Tashi Namgyal","m","","CHN","2007",""
"Tashi Thundup (Tashi Thundu)","m","Sherpa","NEP","2007",""
"Temba Ii","m","Sherpa","NEP","2007",""
"Tendi Ii","m","Sherpa","NEP","2007",""
"Tenzing Ii (Tenjen)","m","Sherpa","NEP","2007",""
"Thukten Dorje","m","Sherpa","NEP","2007",""
"Thumba (Dompa)","m","","CHN","2007",""
"Tsering Dantar","m","","CHN","2007",""
"Vaiciulis","m","","LIT","2007",""
"Van Den Broek","m","","NL","2007",""
"Vulk","m","","USA","2007",""
"Wangdu Iii (Small)","m","","CHN","2007",""
"Wangjia (Wangyal)","m","","CHN","2007",""
"Wardle","m","","UK","2007",""
"Wolf","m","","A","2007",""
"Woodward","m","","NZ","2007",""
"Ziegelmeier","m","","GER","2007",""
"Ziel","m","","USA","2007",""
"Ang","m","","SIN","2007",""
"Ang Chhiring Ii","m","Sherpa","NEP","2007",""
"Audrighettoni","m","","ITA","2007",""
"Beeton","f","","UK","2007",""
"Berger","m","","CAN","2007",""
"Chayang Jangbu (Jyabu) Bhote","m","","NEP","2007",""
"Chuwang Nima (Chhewang Nima)","m","Sherpa","NEP","2007",""
"Clark","m","","UK","2007",""
"Crouse","m","","USA","2007",""
"Dawa Tenji","m","Sherpa","NEP","2007",""
"Dorje Sonam Gyalzen","m","Sherpa","NEP","2007",""
"Eren","m","","TUR","2007",""
"Griber","m","","USA","2007",""
"Gyalzen Ii","m","Sherpa","NEP","2007",""
"Hall","m","","UK","2007",""
"Hanlon","m","","CAN","2007",""
"Jackson","m","","UK","2007",""
"Jamling Bhote","m","","NEP","2007",""
"Jensen","m","","DK","2007",""
"Joshi","m","","UK","2007",""
"Kalzang Dorje","m","Sherpa","NEP","2007",""
"Kami Rita I (Topke)","m","Sherpa","NEP","2007",""
"King","m","","UK","2007",""
"Kobayashi","m","","JAP","2007",""
"Kuraoka","m","","JAP","2007",""
"Lancashire","m","","UK","2007",""
"Lhakpa Gelu Ii (Lhakpa Gelbu)","m","Sherpa","NEP","2007",""
"Lhakpa Rita I","m","Sherpa","NEP","2007",""
"Macdonald","m","","UK","2007",""
"Macy","m","","USA","2007",""
"Mingma Chhiri I (Mingma Chhiring)","m","Sherpa","NEP","2007",""
"Mingma Dorje V","m","Sherpa","NEP","2007",""
"Morton","m","","USA","2007",""
"Nima Kancha Iii","m","Sherpa","NEP","2007",""
"Nima Wangchu Ii","m","Sherpa","NEP","2007",""
"Nurbu Bhote Lama","m","","NEP","2007",""
"Ogilvie","m","","UK","2007",""
"Pasang Rita Ii (Pa Rita)","m","Sherpa","NEP","2007",""
"Pasang Yila","m","Sherpa","NEP","2007",""
"Pemba (Bianba)","m","","CHN","2007",""
"Phura Kancha (Fur Kancha)","m","Sherpa","NEP","2007",""
"Porter","m","","UK","2007",""
"Raffaelli","f","","ITA","2007",""
"Schuck","m","","USA","2007",""
"Stawiecki","f","","USA","2007",""
"Tejas","m","","USA","2007",""
"Tenzing (Den Zeng)","m","","CHN","2007",""
"Tshering Dorje I","m","Sherpa","NEP","2007",""
"Tshering Tashi Ii","m","Sherpa","NEP","2007",""
"Whetu","m","","NZ","2007",""
"Wilkinson","m","","UK","2007",""
"Yanagisawa","m","","JAP","2007",""
"Yoshida","m","","JAP","2007",""
"Adler","m","","AUS","2007",""
"Bingham","m","","UK","2007",""
"Chessell","m","","AUS","2007",""
"Coster","m","","NL","2007",""
"Dendi Iv","m","Sherpa","NEP","2007",""
"Dhillon","m","","UK","2007",""
"Grocott","m","","UK","2007",""
"Hart","m","","UK","2007",""
"Hewitt","m","","USA","2007",""
"Hoglin","m","","CAN","2007",""
"Imray","m","","UK","2007",""
"Jangbu Iv","m","Sherpa","NEP","2007",""
"Jelinkó","m","","HUN","2007",""
"Lhakpa Ii","m","Sherpa","NEP","2007",""
"Lhakpa Nuru Viii","m","Sherpa","NEP","2007",""
"Lhakpa Nuru Ix","m","Sherpa","NEP","2007",""
"Lhakpa Rangdu","m","Sherpa","NEP","2007",""
"Martin","m","","UK","2007",""
"Maya","f","","NEP","2007",""
"Mingma Nurbu","m","Sherpa","NEP","2007",""
"Mingma Tshering I (Mingma Tsiri)","m","Sherpa","NEP","2007",""
"Muhl","m","","SA","2007",""
"Nagel","m","","GER","2007",""
"Namgyal I (Namgya)","m","Sherpa","NEP","2007",""
"Ngata (Nada)","m","Sherpa","NEP","2007",""
"Nima Dorchi I","m","Sherpa","NEP","2007",""
"Oestrike","m","","USA","2007",""
"Ongda Gyalzen","m","Sherpa","IND","2007",""
"Ossa","m","","COL","2007",""
"Pasang Nuru Iv","m","Sherpa","NEP","2007",""
"Pasang Tenzing Ii","m","Sherpa","NEP","2007",""
"Patterson","m","","SA","2007",""
"Pema Tharke","m","Sherpa","NEP","2007",""
"Pema Tshering I","m","Sherpa","NEP","2007",""
"Pemba Tshering Iii (Pemba Chhiri)","m","Sherpa","NEP","2007",""
"Rasmussen","m","","USA","2007",""
"Remza","m","","USA","2007",""
"Tashi Ii","m","Sherpa","NEP","2007",""
"Tenzing Dorje","m","Sherpa","NEP","2007",""
"Thundu","m","Sherpa","NEP","2007",""
"Tshering Pemba","m","Sherpa","NEP","2007",""
"Allsop","m","","NZ","2007",""
"Ang Kaji (Ang Kazi)","m","Sherpa","NEP","2007",""
"Ang Nuru I","m","Sherpa","NEP","2007",""
"Benegas","m","","USA","2007",""
"Bernal","f","","COL","2007",""
"Brown","m","","USA","2007",""
"Casserley","m","","UK","2007",""
"Ci Luo (Tselo)","m","","CHN","2007",""
"Cool","m","","UK","2007",""
"Davey","m","","UK","2007",""
"Dawa Tenzin (Dawa Tenji)","m","Sherpa","NEP","2007",""
"Deechen Narjup (Dechen Ngodup)","m","","CHN","2007",""
"Dorje Gyalzen","m","Sherpa","NEP","2007",""
"Dorje Khatri","m","","NEP","2007",""
"Gatta","m","","F","2007",""
"Giraldo","f","","COL","2007",""
"Guzman","f","","COL","2007",""
"Hickey","m","","CAN","2007",""
"James","f","","UK","2007",""
"Jyamchang Bhote","m","","NEP","2007",""
"Lhakpa Thundu I","m","Sherpa","NEP","2007",""
"Lhakpa Wangchu","m","Sherpa","NEP","2007",""
"Lila Bahadur Basnet","m","","NEP","2007",""
"Mcmorrow","m","","IRE","2007",""
"Namgyal Ii","m","Sherpa","NEP","2007",""
"Nawang Karsang Ii","m","Sherpa","NEP","2007",""
"Ngawang Dhondup","m","","CHN","2007",""
"Nima Chhiri","m","Sherpa","NEP","2007",""
"O'dwyer","m","","IRE","2007",""
"Pasang Dawa I (Pa Dawa, Pando)","m","Sherpa","NEP","2007",""
"Pasang Tendi Ii","m","Sherpa","NEP","2007",""
"Pemba Nuru Iii","m","Sherpa","NEP","2007",""
"Phura Gyalzen (Phurba Gyalzen)","m","Sherpa","NEP","2007",""
"Ruiz","m","","COL","2007",""
"Shekhdar","f","","UK","2007",""
"Smith","m","","USA","2007",""
"Stephens","m","","UK","2007",""
"Sun","m","","CHN","2007",""
"Tashi Phinzo 1","m","","CHN","2007",""
"Topchen (Tapchen Lama) Bhote","m","","NEP","2007",""
"Tsering Dendu (Small)","m","","CHN","2007",""
